ItemNumber,StoreNumber,Year,SalesDollars,MarginDollars,SalesUnits
878,2,2015,186.047951434343,33.9785362502717,24
878,4,2015,233.638618139078,34.4206361643087,31
878,5,2015,1990.39752653576,394.317123756568,265
730,5,2015,1832.80093714492,453.460302899478,183
1833,2,2015,391.621599952414,106.325029325897,57
1833,3,2015,6856.81689172751,1287.26863541457,1079
1833,4,2015,1849.77644424014,364.842954059028,289
185,4,2015,2701.46262191735,512.583271760604,218
185,2,2015,2092.13465138033,378.437526415665,170
185,5,2015,0,0,0
184,1,2015,800.862694370884,146.3192822636,48
184,2,2015,1478.91699712346,319.608553997374,86
1344,4,2015,10106.4544434474,896.483889971154,1293
1344,2,2015,5433.12825152689,432.800026559571,701
1344,3,2015,2903.63601711741,308.554161432532,366
1344,1,2015,5457.71568934538,623.581928749177,683
1344,5,2015,7894.67981831323,1742.81170258764,965
420,3,2015,14753.0422797307,993.619556798139,1269
420,1,2015,6504.81339482889,443.29989951795,559
420,4,2015,20395.092914104,1298.93691528861,1759
420,10,2015,2889.97060510829,453.373461844935,223
425,3,2015,420.755588609007,84.4200838351487,15
425,1,2015,1083.9466628427,220.892064192054,40
425,4,2015,2338.61437769387,496.415204225792,86
425,5,2015,278.099506221552,88.4041935247542,10
436,3,2015,1668.95767025698,383.190100491563,179
436,1,2015,1147.61125432349,266.776035341689,121
436,2,2015,1744.87090153106,414.705824434996,182
436,4,2015,3240.29973484274,677.391804000537,349
1285,1,2015,17658.7519361822,2196.66815858866,3028
1285,4,2015,29766.8221661653,2978.38922658887,5118
1285,3,2015,16007.001608474,1983.70231428398,2746
1285,2,2015,9637.73467545853,874.318737102431,1659
1742,4,2015,2584.6304331004,319.196453720361,312
1742,2,2015,1913.37663698384,178.230369844443,233
1742,3,2015,1649.01982125592,224.01928951256,201
1742,1,2015,383.06944766772,43.8626271855273,46
1742,5,2015,4435.35997864938,419.447503905869,594
1770,1,2015,4122.17604046471,694.475807821538,493
1770,4,2015,1434.09547611332,152.050949756263,174
1770,3,2015,7713.6549683714,1031.29783775759,925
1770,2,2015,13076.6014762247,1351.65448796665,1574
1770,5,2015,17550.6779756086,1802.03509128638,2351
1014,1,2015,1751.73580690416,146.556121503263,176
1014,2,2015,570.997842224902,77.3043278258969,55
1014,3,2015,2644.44398010359,320.806644764414,258
1014,5,2015,2319.6038705068,808.240273450892,213
274,4,2015,912.143712051238,120.456437292436,76
274,3,2015,1491.73234580308,293.159768747285,125
948,1,2015,350.097294280948,90.3620645726323,30
948,4,2015,878.360134577214,222.360467477963,75
948,3,2015,1297.19664082113,352.79573140152,108
948,10,2015,321.633052490024,81.9463769232853,23
947,1,2015,1661.97684715713,397.384665588679,167
947,3,2015,519.736447506405,119.90381239989,53
947,5,2015,525.197460411089,120.519594423013,30
661,3,2015,5990.34476401591,828.211031817728,505
661,1,2015,2481.39925755549,438.184171941236,210
661,2,2015,850.243645966541,190.545062949944,70
661,4,2015,2063.92800453774,432.990761093913,169
661,5,2015,2417.23235592545,815.574868917592,182
844,2,2015,718.496709641038,135.804093701057,88
844,3,2015,974.172575610103,221.571792809886,118
844,5,2015,4240.61819770876,1333.93291291248,569
1006,4,2015,771.084718343456,222.155206803588,131
1006,3,2015,1881.66669884391,498.941331556034,328
1005,5,2015,2332.97304832535,838.466486680775,1315
1100,2,2015,16351.7666873244,149.104038043554,1647
1100,3,2015,21855.5789926742,199.926107340156,2202
1100,10,2015,17046.5002629816,275.905714352206,1723
926,2,2015,1575.16734956852,179.808508644729,44
926,3,2015,2566.57302722217,207.786959597386,72
926,1,2015,3011.34934476334,332.301242529376,84
926,5,2015,1877.4936606809,506.789710279976,55
1086,2,2015,2248.34022805016,316.544170021792,220
1086,3,2015,3806.05551986904,387.18699950011,379
1086,1,2015,1721.17216628432,280.259766934165,164
1086,4,2015,3482.59354324584,538.667166688786,339
1086,10,2015,1415.81911452901,163.829596715994,126
451,4,2015,7248.78624486017,1046.52944293878,355
451,2,2015,3172.62954191535,537.54612762105,152
451,3,2015,3517.2529435442,505.5412517013,173
451,1,2015,3862.86808572414,616.776747929536,187
451,5,2015,2791.67237282397,710.582297154038,116
1740,3,2015,1140.26979829597,179.018886619693,137
1740,4,2015,377.956187943287,45.4737655865392,45
1740,5,2015,5557.37917485587,497.837976484859,744
1764,2,2015,913.66352224641,158.556449991318,102
1765,7,2015,342.949034464676,117.003163285328,192
1765,9,2015,136.615480849018,48.1110494665963,76
1746,3,2015,1276.34432975348,349.748399851193,204
1746,1,2015,2470.68330770479,560.519533868329,413
1746,5,2015,1503.77490963771,619.059088735752,220
1746,10,2015,1695.78618412598,582.719265266044,249
1924,2,2015,1893.40014874053,285.107076705927,103
1924,3,2015,2790.1525626288,321.769791005709,148
1924,1,2015,4824.72762280387,353.206568535921,259
1924,4,2015,16990.4476022241,830.712527867045,943
1924,5,2015,10582.8505408965,1833.15434634262,568
110,1,2015,116.857948311789,43.8942057508156,9
110,2,2015,1897.36711094488,594.213863031006,155
110,4,2015,1463.62873693983,545.1407725729,113
110,5,2015,1335.12749696334,487.367787377851,117
1842,3,2015,1472.77335760569,622.460889681441,97
1842,1,2015,500.932016278012,191.334527082152,32
279,2,2015,1685.84301912029,119.272241094123,24
279,4,2015,6059.52188739105,497.220773426298,94
279,5,2015,1670.58051843149,763.76991677639,24
848,4,2015,5725.29244192748,375.058777822637,684
848,3,2015,3922.63011373766,270.504516545285,469
848,2,2015,2293.94741365272,148.293416272602,277
848,1,2015,2077.09110639762,140.936084238894,250
848,10,2015,4146.73771878837,344.743197252989,520
906,4,2015,10244.0745445949,1378.69095031676,658
906,2,2015,1405.50243684823,221.379005668801,88
906,1,2015,2005.63426772972,303.867428665261,126
906,5,2015,2284.24896384794,734.060013088972,130
1004,2,2015,1354.6789535419,424.589599584598,144
1004,5,2015,1473.77797790419,632.994078026198,128
1009,5,2015,3038.29377635909,1254.59760966006,572
1104,1,2015,3306.03796565761,22.6148316384301,332
1104,4,2015,8385.24363792079,88.4419299102738,841
1104,2,2015,7360.90444612261,52.2631571235359,742
1104,3,2015,5954.4102687233,75.8532927508969,598
1104,6,2015,32819.6056583682,3990.66461029524,2992
1104,10,2015,7305.26393728243,361.795622508701,734
1365,4,2015,6144.14182791882,1228.32724330385,149
1365,2,2015,2212.01934033504,499.020593754908,53
1365,3,2015,2662.26955052831,632.392348464629,64
1365,1,2015,1728.42346407992,367.558710673826,41
1365,5,2015,1759.68261106027,453.579038304962,49
1368,4,2015,22059.0532423633,592.182413926006,1446
1368,2,2015,7067.13028729493,344.761986499335,456
1368,3,2015,14020.5324049003,813.61052426383,904
1368,1,2015,8500.24690260457,397.51287456375,549
1368,5,2015,8850.13812092685,2429.26829164702,545
1444,1,2015,1802.77824591658,788.990453729589,13
1444,4,2015,180.277824591657,37.8626997807395,1
1444,3,2015,2163.33389509989,780.574766080242,15
1444,10,2015,2318.01966157455,683.770674188785,15
1882,3,2015,1567.04022894857,219.123664535906,14
1882,4,2015,5015.14180861247,612.892584399069,45
1882,1,2015,1107.34916389886,88.1673542850915,10
1882,2,2015,1239.9719230487,89.714703984221,12
915,2,2015,922.743744175189,211.323758909682,30
915,3,2015,924.868902498946,213.928990545972,30
915,1,2015,810.200511247997,193.339765977963,26
915,5,2015,1153.66473560934,378.405947850377,36
1231,1,2015,294.353747461438,114.945977649618,33
1231,2,2015,1031.35865414028,394.226809059843,118
1231,3,2015,973.631626218601,380.205926071813,111
1231,4,2015,52.9100023878352,17.5734715829704,6
1231,5,2015,1785.90577680069,727.449040445854,207
760,1,2015,2450.43634476572,424.889595954838,277
760,4,2015,2830.71088724402,606.782132015772,309
760,3,2015,951.143587229029,121.072535101212,108
1001,1,2015,30059.1022742927,3250.35014656525,3015
1001,3,2015,20199.0631584217,2185.61566073773,2026
1001,2,2015,23592.5159697966,2542.24818782179,2367
1001,10,2015,41128.3951156234,2541.12825400384,4504
1000,4,2015,95962.6961662518,7668.26721896303,8444
1000,3,2015,31867.7408052838,2813.65269347779,2803
1000,1,2015,24705.5966212959,1736.91582655548,2200
1000,5,2015,67732.0801137195,2922.32764173962,6127
1433,2,2015,1095.06188486332,235.260311398256,100
1689,2,2015,806.182030053984,196.308151115069,26
1689,4,2015,2807.68189886294,692.549515338948,90
1689,3,2015,719.024779285123,155.113912696407,23
1689,1,2015,1406.05626598715,336.67503171464,45
1621,2,2015,959.605581281806,302.358446922956,169
1621,3,2015,2731.47243339828,892.062890830785,480
1621,4,2015,8557.92241153659,2172.55934502644,1564
1130,4,2015,2587.06470536216,296.160364020984,209
1130,10,2015,0,0,0
1134,4,2015,3817.28665961641,318.028678375998,317
1134,2,2015,1478.98139586054,187.418784986396,116
1134,5,2015,9092.71528377313,1988.97593468714,747
791,4,2015,1800.38261289707,226.16568459521,158
1583,1,2015,4387.53747649114,454.289240238298,345
1583,5,2015,2134.79237482447,724.415445571429,157
1591,3,2015,1578.11681172694,230.949837236396,214
1591,2,2015,4371.0127605555,603.861114726598,594
1591,4,2015,1978.85727285039,332.222296116155,263
1591,1,2015,1547.65620908643,260.902106412402,205
443,3,2015,19631.4140505252,2778.53480259192,1242
443,1,2015,4296.25870654893,605.961089318274,272
443,2,2015,7085.09753494123,928.158769883641,448
443,4,2015,36695.353491509,5157.91353997531,2318
443,5,2015,8350.64863635951,891.853524942923,541
1109,2,2015,1094.5853342089,216.865797117789,6
1109,3,2015,7192.08959673182,1048.97709753428,43
1109,1,2015,2614.15081417949,465.262791676002,15
1109,5,2015,2498.18156843946,1025.84548267491,18
95,1,2015,2121.87398816551,870.43157360826,236
95,4,2015,8976.61724055893,3022.06869809572,1087
95,2,2015,2822.68680460341,972.935596534266,339
95,5,2015,3779.2012465052,1315.60392415498,507
360,2,2015,3580.3894653809,104.746101061479,276
360,4,2015,3797.88976000685,111.109181967083,292
360,3,2015,8231.54961199722,240.818138889007,634
360,1,2015,4433.65985199037,129.708956921925,341
360,5,2015,5333.28444955257,649.508562422224,447
369,4,2015,639.402180755036,89.2410255048957,93
369,2,2015,652.114491455327,95.1777957791067,94
369,3,2015,2539.34524118325,382.811157708103,364
369,1,2015,180.058868885573,27.7891374537538,26
369,10,2015,166.161621422946,31.1996225048963,24
761,4,2015,2540.73625390426,-21.5627917358485,500
763,1,2015,254.671245670561,36.2837715163217,45
763,3,2015,1673.95501225467,219.432818690079,295
763,2,2015,744.372122201204,85.5305440835138,125
1048,2,2015,3539.99857748211,419.379767883325,64
1048,4,2015,22649.3449462185,2621.71564736994,412
1048,3,2015,3964.79840677996,481.383649255707,72
1048,1,2015,7575.59695581171,936.874611796053,138
1048,5,2015,6043.8343550375,959.942595846372,107
1131,2,2015,218.904187094364,13.2945759863981,32
1135,4,2015,6979.25177067073,1487.29042580755,1060
1135,3,2015,2735.2590791388,348.643150066101,428
1135,1,2015,749.884654095555,97.1830346749173,117
1135,5,2015,4418.10111711099,961.472103656113,681
1896,3,2015,889.629913566833,245.523503009799,68
1896,4,2015,2420.32349530546,652.887626800904,188
1309,2,2015,916.934978090254,140.177251315015,10
1309,4,2015,2018.06322398684,541.398712586229,22
1309,3,2015,1423.0575325772,270.944090174099,15
1309,10,2015,618.176357012302,107.351332697768,5
1311,3,2015,25656.9978034732,-241.78981134293,677
1311,1,2015,12177.6208660333,-238.904951511012,322
1311,2,2015,10907.5103340295,-257.743302526608,291
1311,4,2015,31084.8324788118,-786.678271179175,826
1311,5,2015,10386.2669560753,1150.13697882879,256
1831,5,2015,2460.81742118359,858.328456890192,220
368,1,2015,1572.69443806451,46.0099696251355,121
368,4,2015,6156.93141710361,180.124136404786,474
368,10,2015,3295.96600317775,236.397139748637,254
370,2,2015,3630.58184106381,106.214504347387,279
370,3,2015,8967.70445534656,262.354720415666,690
370,1,2015,1656.34839753603,48.4573084349832,128
370,4,2015,2507.04283466215,70.2623077665934,193
370,5,2015,11547.5565021554,1462.93561522173,963
1192,2,2015,2414.74656467402,124.230707415701,231
1192,4,2015,4736.88774542192,249.123301559845,453
1192,3,2015,7895.64579936948,442.542013951029,753
1192,1,2015,3444.0186997328,179.966243578344,330
1192,5,2015,3119.3975458421,310.899975154978,348
58,1,2015,866.71684291251,74.2254177102821,180
114,2,2015,404.243752420788,74.8569890160492,57
114,3,2015,2775.68860627984,283.812513421931,415
114,1,2015,2880.52975025184,423.863292582966,416
114,4,2015,826.338834761132,143.25616143063,121
114,5,2015,2049.85044061128,570.158417244121,270
196,4,2015,7898.53086279082,402.706601196726,616
196,3,2015,2407.68846308967,224.397284939062,194
196,2,2015,3259.63223571522,605.171625186065,252
220,1,2015,4197.98623375945,607.335230586797,1057
220,4,2015,4967.78297736124,254.688550013438,1252
220,3,2015,3911.36033474804,366.912929013679,985
220,2,2015,6564.56254309499,753.232465325318,1654
220,5,2015,13178.9568289452,5016.49698786555,2652
411,2,2015,347.675901766607,119.114348267681,8
411,3,2015,57.9459836277679,19.8471282837321,1
411,4,2015,625.801167482993,152.967833399411,15
418,2,2015,13385.7669332153,279.661668907603,1680
418,3,2015,12184.7433663547,111.886804137308,1529
418,1,2015,12995.6909029529,200.659203733325,1631
418,4,2015,34046.9039099589,426.993833652827,4274
418,10,2015,19964.6131161954,723.685980713267,2478
424,4,2015,54577.3243301702,3127.79373468114,6946
424,5,2015,23564.2835634591,4117.2292894714,3156
463,3,2015,2955.60579794383,386.474271281552,53
463,1,2015,2882.22987691085,302.83844111534,52
463,2,2015,2447.12624967963,303.122648202935,44
463,4,2015,9143.06221642504,935.972885864244,164
463,5,2015,2780.63442928786,468.91043175246,46
463,10,2015,2008.2359767079,305.791036969801,33
495,4,2015,994.136184106,307.227861690421,93
495,2,2015,600.531103051413,181.103071928725,57
495,5,2015,1134.17767776786,379.460356145355,108
652,2,2015,1382.67952442582,484.636241480408,30
652,3,2015,1512.14674545857,590.724431566642,31
652,1,2015,1247.28761958139,423.910660430899,27
652,4,2015,1797.13691654806,676.965493369144,37
903,3,2015,1935.27220759225,156.473054146418,298
925,4,2015,7539.39198582335,1185.82249442572,143
925,3,2015,2046.72066198902,298.41744197497,39
925,5,2015,1702.90868444742,207.534331075079,36
1543,2,2015,637.483098389947,137.556230396081,22
1543,3,2015,404.694543580372,117.330159328889,13
1543,1,2015,309.010900021651,75.7885566920558,10
903,8,2015,933.627130742307,82.1042697497271,134
925,9,2015,3479.42512538133,401.01620059684,66
925,8,2015,402.517866266949,57.7571959124042,8
925,7,2015,1842.04859579012,212.302694433621,35
1543,9,2015,298.063114717449,73.6096356871592,10
1543,7,2015,1123.03669625241,282.533423634926,39
1543,8,2015,36.0504130193648,7.72095921300318,1
1711,9,2015,1336.57002867401,401.363564815012,48
1711,7,2015,954.981751959208,225.392009745645,35
1771,6,2015,3667.68839337135,874.762258051906,2942
1771,10,2015,160.00510215776,51.6789536657013,93
278,7,2015,4947.40721694801,771.938028473876,462
278,9,2015,3246.23729840184,459.105445123251,304
278,8,2015,1522.93997379377,148.705516549615,143
544,7,2015,3972.3072995239,647.44000850301,368
544,8,2015,2922.98139773731,450.768230208646,279
544,9,2015,3054.84425178956,410.126932468184,285
1008,9,2015,3918.74043001781,751.380382471156,376
1008,7,2015,1022.18827397959,239.949728343577,94
1227,7,2015,1473.03095255402,165.755889198584,167
1227,8,2015,2831.38063410968,140.46145840261,340
1227,9,2015,1833.86995618051,153.945505780738,214
1229,7,2015,534.535277288202,52.2467362695859,112
1229,8,2015,414.56043010157,57.6624602165391,84
1229,9,2015,599.71967896416,69.7728400046238,124
761,9,2015,2113.66958906107,419.173875637645,366
763,9,2015,227.379060894558,56.2887926264956,30
763,8,2015,230.070928104649,57.3150959983672,30
763,7,2015,115.003264683783,18.3945142804677,15
1048,9,2015,2960.75769691051,254.634076988316,53
1048,8,2015,354.643845119046,79.4990381134377,6
1048,7,2015,1863.98280564077,196.134469005983,33
1135,8,2015,525.841447781925,38.6679531955926,90
1135,7,2015,7485.30992642059,589.224449715445,1300
1309,9,2015,927.264535518453,205.655406440422,8
1309,8,2015,865.441747918256,86.6042153033179,8
1309,7,2015,726.35335556523,134.129956062295,6
1311,8,2015,6014.61020814899,8.55779119314463,155
1311,9,2015,5394.92692068893,166.103411309582,138
370,9,2015,7240.77504196698,487.274472717424,559
370,8,2015,7010.20180371308,502.793916521213,540
370,7,2015,2743.84987066574,196.797618877038,211
1186,7,2015,1709.65767209378,30.5680511991292,156
1186,8,2015,2052.45214958945,52.6572576183346,187
1192,8,2015,6978.33730860414,176.636441761513,635
1192,7,2015,5591.16275232989,143.44563282236,509
58,7,2015,186.150989413676,11.5893334608269,35
58,9,2015,687.559556346107,-28.4996551727418,139
114,7,2015,1104.30954350852,173.524216259519,167
196,7,2015,706.853417976335,74.8096211681167,53
196,9,2015,1502.4611754012,181.182018341946,111
220,8,2015,5096.7994072344,1254.94797384193,1168
220,9,2015,5172.64823977139,1190.81648663325,1176
1102,1,2015,1161.48274229128,296.633253036177,94
1102,4,2015,1149.24698224541,302.870019680628,91
1102,2,2015,1628.51526336852,387.090211197501,133
1102,3,2015,1589.14187551564,371.584977748092,130
1102,5,2015,4295.80791538935,1415.94434168026,314
1446,4,2015,3368.47898113381,1374.14126852284,125
1446,2,2015,1077.63558660852,440.520985772574,40
1446,3,2015,1732.0297933566,703.049388297326,64
1446,10,2015,1794.90872024497,1010.08777859602,53
1447,1,2015,4011.48749116553,513.988517915936,104
1447,4,2015,18208.3822774428,2199.22602237702,475
1447,3,2015,7021.74205739845,869.564584098269,182
1447,2,2015,5160.76023290577,580.919287044608,134
1447,5,2015,5778.36988103174,1563.20703358185,155
1625,1,2015,4031.16774521826,385.400600061748,160
1625,3,2015,3530.49332388858,412.006014995667,138
1625,5,2015,3317.62973833265,860.754322275644,107
919,2,2015,1312.60081873151,161.476993602011,71
919,3,2015,1968.88834834985,229.03933403645,107
919,10,2015,935.53333335998,168.913745727419,48
1225,1,2015,0,0,0
1225,2,2015,0,0,0
1225,3,2015,0,0,0
1225,4,2015,0,0,0
1226,5,2015,1737.47792651387,682.492058080259,129
1233,4,2015,125.397220849066,40.2310921773663,15
1233,1,2015,260.389853523579,101.682980228508,30
1233,2,2015,633.992686840019,247.575951860716,72
1233,3,2015,565.034519170966,219.786814406962,64
1233,6,2015,2071.97784667318,784.76729430075,247
1801,2,2015,3538.11813435927,537.593495468982,435
1801,10,2015,1397.32379723862,297.343770755165,131
678,4,2015,0,0,0
678,2,2015,0,0,0
678,3,2015,0,0,0
678,1,2015,0,0,0
678,5,2015,0,0,0
1358,3,2015,10866.3337815383,1536.80214253751,1383
1359,4,2015,4518.20251403364,56.7788919597709,640
1359,3,2015,4243.29718517143,253.339040025841,599
116,4,2015,4143.07987052203,244.907563093849,72
116,3,2015,587.213444222537,30.9469939825894,10
116,1,2015,1622.74513652584,135.645727196136,28
116,2,2015,1977.99432977347,720.007077857174,35
116,5,2015,1037.6954898693,166.213778395265,19
122,3,2015,3971.9981855859,878.058428696705,256
122,1,2015,1590.54576798407,377.96384793634,100
1468,4,2015,5217.74023547729,872.152605416476,806
1479,1,2015,917.192573038588,97.4830310451567,80
1479,4,2015,3881.10580806619,611.534706091669,318
1479,2,2015,993.131563807496,174.013684021489,81
1479,3,2015,838.857949250172,175.213669502446,67
1479,5,2015,1436.29791292157,274.086788991597,120
1778,2,2015,795.736554899035,374.711255711639,23
1778,1,2015,315.463653477421,187.781938487212,9
1778,4,2015,2347.28244770531,1058.60824416158,70
1793,2,2015,707.883797769671,121.751158469259,39
1793,3,2015,968.647163968335,192.739773237484,52
1793,1,2015,838.600354301838,182.524107366701,44
1793,4,2015,2297.72117964582,404.56878919178,125
1793,5,2015,1275.40410819206,349.938976492708,66
929,2,2015,1247.55809427714,247.607530426004,26
929,3,2015,2253.01557636243,441.863074797329,46
929,4,2015,7057.13560329956,1212.45901424645,148
929,1,2015,6036.72473446348,1199.96969167491,129
929,10,2015,4173.83670735313,994.819542279097,82
931,3,2015,881.567191683975,176.382076418116,37
931,1,2015,2088.4124043769,377.316487347929,90
1372,4,2015,9314.015103887,1389.09466654383,944
1372,2,2015,1221.10309308322,216.218436529377,122
1624,4,2015,4305.11997277163,1608.09106946163,350
1624,5,2015,2749.60711776101,1004.28584879559,223
1930,2,2015,6529.92890229146,144.132624510208,690
1930,3,2015,7544.76284049611,140.515931427732,800
1930,1,2015,9042.21379415221,212.702479070172,954
1930,4,2015,7034.51876683582,138.632743686761,744
1930,5,2015,27716.6883711109,2943.36859768408,3273
1932,4,2015,2519.44603142444,248.934303846594,498
1932,3,2015,1397.89050612495,238.687059410522,261
1932,2,2015,942.952067872003,100.910094843076,184
1932,5,2015,2762.83461835797,773.282801676681,489
1934,4,2015,39824.4366074085,812.003017397826,4213
1934,3,2015,21762.8061720316,582.289954670949,2300
1934,2,2015,21640.0364196556,562.251933960048,2293
1934,5,2015,61003.9447784323,6720.24884726237,7202
1168,1,2015,4946.62155235559,204.802785177637,1109
1168,4,2015,6620.83415955859,290.52280065288,1481
1168,5,2015,2395.01479163163,479.822720773504,536
861,4,2015,0,0,0
861,3,2015,0,0,0
861,1,2015,0,0,0
861,5,2015,1601.8284267211,531.077100628903,155
862,1,2015,425.199101467771,121.403794251087,33
862,3,2015,383.442960342805,116.35122380495,30
862,4,2015,621.950123005398,178.055740378398,49
955,4,2015,8943.8382833834,1537.07087612811,790
955,2,2015,3740.00817511616,571.019406826708,336
955,3,2015,4566.48868709888,846.021342640361,398
955,1,2015,1816.70125287404,366.263989497004,156
955,5,2015,4369.04215920075,1209.11784414612,452
679,2,2015,3147.12764203027,968.767225916202,50
679,4,2015,19232.9017857048,7320.51142658153,300
268,2,2015,2825.46883004542,272.255863776178,334
268,1,2015,1560.00788685905,185.69822685666,184
268,3,2015,4636.38707632935,593.725342625995,547
268,4,2015,8223.98920026361,1097.25235554038,971
268,5,2015,4715.30128875152,729.067915595362,452
683,1,2015,1558.78431085446,595.271744968165,32
683,4,2015,13824.6829656819,5253.61632940233,289
683,3,2015,6383.84680709117,2226.69937417789,134
683,2,2015,2378.10368327349,862.915875069631,50
683,5,2015,2533.57511434057,1077.57180418854,53
686,1,2015,967.230391752497,175.71892654706,41
686,4,2015,19349.463499826,3834.63318238438,842
686,3,2015,3591.68500386536,599.108540650701,156
686,5,2015,3124.75552076745,1293.93313372585,121
1139,4,2015,5008.94665010504,843.321375308206,341
1123,3,2015,11211.2405376103,792.116731693136,661
1123,2,2015,4939.66648875057,349.701032003261,291
1123,10,2015,14666.0009466886,953.514778881926,864
677,3,2015,1536.25763262264,542.977640850647,81
677,4,2015,3295.65688923975,1100.78141810418,178
1666,2,2015,1006.66817834246,177.250486963545,86
1666,4,2015,3861.16795906513,654.371345690978,332
1666,5,2015,3888.25406788247,843.629739998247,367
609,5,2015,495.638440089745,134.098377497006,26
1691,4,2015,0,0,0
1691,1,2015,0,0,0
1691,2,2015,0,0,0
1691,10,2015,0,0,0
1439,2,2015,903.33396481821,136.166773523393,113
1439,4,2015,3589.68864301577,537.751388295424,451
1439,5,2015,2800.90715172175,925.615748020969,339
1083,2,2015,761.746901466343,154.229712868334,32
1083,1,2015,533.195783556865,132.86681345076,22
1083,3,2015,861.500545208744,172.35580934385,36
1083,4,2015,1154.34736222243,218.886825296244,49
876,2,2015,983.832386172633,109.546042985309,134
877,5,2015,5385.04815442032,1269.43416698949,725
732,1,2015,3212.77571461323,788.20098959738,201
732,4,2015,432.489038505628,106.103979368878,27
732,2,2015,1112.11467044304,272.838804091401,70
1652,4,2015,1327.07765482789,253.117990068822,148
1652,3,2015,4195.07541084328,892.095416753032,460
1652,2,2015,2418.86808384737,424.431706758156,274
1651,1,2015,1450.67171103862,273.028275483131,170
1651,4,2015,1267.04515211862,306.691026080519,135
1651,3,2015,2854.75737567101,527.393618880843,323
1651,2,2015,1529.5988032082,303.817376639278,167
59,2,2015,5897.89393705878,746.520125487625,1236
59,3,2015,21580.4418283585,2283.94594468958,4525
59,4,2015,6066.41255225899,521.614741433074,1273
59,5,2015,14030.8362028337,1752.38348151219,3060
1832,2,2015,1026.50298936419,188.066145574808,162
1832,4,2015,1117.02185420881,239.570785560117,171
1832,5,2015,389.792675819241,174.7404647016,46
207,4,2015,15000.3334301315,1408.13559405575,693
207,2,2015,3573.2927245543,308.901525650704,166
207,3,2015,3477.84091644908,374.934200382575,157
207,1,2015,6368.64870513945,800.390315798685,286
